0x132B50	0x0
0x7EDFC0	0xCF718C
0x7EE030	0xCF720C
0x7EE0A4	0xCF728C
0x7EE108	0xCF730C
0x7EE17C	0xCF738C
0x7EE1F4	0xCF740C
0x7EE23C	0xCF748C
0x7EE290	0xCF750C
0x7EE300	0xCF758C
0x7EE34C	0xCF760C
0x7EE3C8	0xCF768C
0x7EE444	0xCF770C
0x7EE4BC	0xCF778C
0x7EE528	0xCF780C
0x7EE5A0	0xCF788C
0x7EE614	0xCF790C
0x7EE684	0xCF798C
0x7EE6D8	0xCF7A0C
0x7EE73C	0xCF7A8C
0x7EE79C	0xCF7B0C
0x7EE818	0xCF7B8C
0x7EE884	0xCF7C0C
0x7EE8D4	0xCF7C8C
0x7EE93C	0xCF7D0C
0x7EE984	0xCF7D8C
0x7EE9BC	0xCF7E0C
0x7EEA2C	0xCF7E8C
0x7EEA5C	0xCF7F0C
0x7EEAC8	0xCF7F8C
0x7EEB18	0xCF800C
0x7EEB48	0xCF808C
0x7EEB7C	0xCF810C
0x7EEBAC	0xCF818C
0x7EEBFC	0xCF820C
0x7EEC34	0xCF828C
0x7EEC84	0xCF830C
0x7EECE4	0xCF838C
0x7EED74	0xCF840C
0x7EEDB0	0xCF848C
0x7EEDE8	0xCF850C
0x7EEE20	0xCF858C
0x7EEE7C	0xCF860C
0x7EEED0	0xCF868C
0x7EEF3C	0xCF870C
0x7EEF90	0xCF878C
0x7EEFF4	0xCF880C
0x7EF058	0xCF888C
0x7EF0B4	0xCF890C
0x7EF110	0xCF898C
0x7EF17C	0xCF8A0C
0x7EF1F0	0xCF8A8C
0x7EF250	0xCF8B0C
0x7EF2B8	0xCF8B8C
0x7EF314	0xCF8C0C
0x7EF388	0xCF8C8C
0x7EF3F8	0xCF8D0C
0x7EF470	0xCF8D8C
0x7EF4E4	0xCF8E0C
0x7EF554	0xCF8E8C
0x7EF5C0	0xCF8F0C
0x7EF620	0xCF8F8C
0x7EF694	0xCF900C
0x7EF708	0xCF908C
0x7EF77C	0xCF910C
0x7EF7E8	0xCF918C
0x7EF85C	0xCF920C
0x7EF8C8	0xCF928C
0x7EF93C	0xCF930C
0x7EF9B4	0xCF938C
0x7EFA2C	0xCF940C
0x7EFAA8	0xCF948C
0x7EFB00	0xCF950C
0x7EFB64	0xCF958C
0x7EFBBC	0xCF960C
0x7EFC30	0xCF968C
0x7EFCAC	0xCF970C
0x7EFD00	0xCF978C
0x7EFD60	0xCF980C
0x7EFDD4	0xCF988C
0x7EFE48	0xCF990C
0x7EFEA0	0xCF998C
0x7EFF2C	0xCF9A0C
0x7EFF90	0xCF9A8C
0x7F0000	0xCF9B0C
0x7F006C	0xCF9B8C
0x7F00D8	0xCF9C0C
0x7F0158	0xCF9C8C
0x7F01D0	0xCF9D0C
0x7F023C	0xCF9D8C
0x7F02B4	0xCF9E0C
0x7F032C	0xCF9E8C
0x7F0390	0xCF9F0C
0x7F0404	0xCF9F8C
0x7F0470	0xCFA00C
0x7F04EC	0xCFA08C
0x7F055C	0xCFA10C
0x7F05F0	0xCFA18C
0x7F0670	0xCFA20C
0x7F06EC	0xCFA28C
0x7F0768	0xCFA30C
0x7F07E0	0xCFA38C
0x7F0858	0xCFA40C
0x7F08D8	0xCFA48C
0x7F0948	0xCFA50C
0x7F09D0	0xCFA58C
0x7F0A3C	0xCFA60C
0x7F0ABC	0xCFA68C
0x7F0B34	0xCFA70C
0x7F0BB0	0xCFA78C
0x7F0C24	0xCFA80C
0x7F0C94	0xCFA88C
0x7F0D0C	0xCFA90C
0x7F0D8C	0xCFA98C
0x7F0DEC	0xCFAA0C
0x7F0E5C	0xCFAA8C
0x7F0EE4	0xCFAB0C
0x7F0F5C	0xCFAB8C
0x7F0FD8	0xCFAC0C
0x7F1038	0xCFAC8C
0x7F109C	0xCFAD0C
0x821D10	0xCFAD8C
0x825800	0xD03B14
0x8284D0	0xD0CF94
0x82B620	0xD1678C
0x82DF40	0xD1DC94
0x831DC0	0xD27194
0x835BA0	0xD32774
0x83F740	0xD4AD54
0x842E40	0xD52874
0x84ABD0	0xD6C03C
0x84E8E0	0xD7A01C
0x852E20	0xD8A2CC
0x857E80	0xD9E9EC
0x8666A0	0xDC260C
0x86ECF0	0xDE59AC
0x872A00	0xDEF68C
0x8804A0	0xE05C04
0x885630	0xE1293C
0x885780	0xE12A9C
0x8858A0	0xE12BE4
0x885A10	0xE12D64
0x88CC50	0xE27434
0x88FA10	0xE27554
0x89B510	0xE3B02A
0x8A7640	0xE4E03A
0x8B9630	0xE6E93C
0x8C2510	0xE7F7AA
0x8CC900	0xE8C31A
0x8D8E50	0xE9F178
0x8EC390	0xEBF238
0x8FE640	0xEDB874
0x90B3E0	0xEEFD14
0x91B980	0xF0B10C
0x928C70	0xF20CCE
0x936FD0	0xF36A6C
0x93CC60	0xF3FCE0
0x9438C0	0xF4A702
0x951780	0xF5F2CC
0x953890	0xF62E4C
0x955620	0xF669B0
0x956670	0xF6880A
0x963EF0	0xF7BE9C
